,doctor_id,doctor_title,depart,call_num,call_answer_num,recruit_call_num,recruit_call_answer_num,cover_call_num,cover_call_answer_num,effective_call_num,effective_recruit_call_num,effective_cover_call_num,effective_call_time,effective_recrui_call_time,effective_cover_call_time,wechat_send_num,wechat_send_words,wechat_answer_num,wechat_answer_words,wechat_send_days,wechat_answer_days,article_send_num,read_num,article_read_num,effective_read_num,effective_read_time,wenjuan_send_num,effective_wenjuan_num,live_send_num,effective_live_num,effective_live_time,activity_num,offline_visit_num,naxion_time,hzl,effective_channel_num,data_date,index,time
1052,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,227,0,0,1,0,0,0,0,0,0,0,0,0,5,2280,0,0,50,100,1,2020-09-17,4544.0,1600272000.0
1056,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2020-09-11,5504.0,1599753600.0
1057,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2020-09-22,5668.0,1600704000.0
1059,1392328,主任医师,神经内科,1,1,0,0,1,1,1,0,1,84,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,1,2020-08-17,6118.0,1597593600.0
1060,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2020-08-31,6136.0,1598803200.0
1062,1392328,主任医师,神经内科,1,1,0,0,1,1,1,0,1,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,1,2020-09-30,7329.0,1601395200.0
1065,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2020-08-14,7783.0,1597334400.0
1068,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2020-08-27,8422.0,1598457600.0
1069,1392328,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,1,2020-09-27,8460.0,1601136000.0
1070,1392328,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,281,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,100,1,2020-10-16,8534.0,1602777600.0
1072,1392328,主任医师,神经内科,1,1,0,0,1,1,1,0,1,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,1,2020-10-10,9309.0,1602259200.0
1074,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,364,1,3,1,1,0,2,2,2,134,0,1,0,0,0,0,0,10,10,3,2020-10-16,214.0,1602777600.0
1075,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,2020-09-05,529.0,1599235200.0
1080,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,128,0,128,1,16,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,2020-08-17,2145.0,1597593600.0
1081,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,25,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-09-21,2183.0,1600617600.0
1085,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,52,0,52,5,293,1,721,1,1,0,0,0,0,0,0,1,0,5,2040,0,0,58,10,4,2020-09-17,2515.0,1600272000.0
1092,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,276,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,10,2,2020-08-14,3522.0,1597334400.0
1093,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,107,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-09-11,3548.0,1599753600.0
1094,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-27,3687.0,1598457600.0
1095,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,2020-09-27,3730.0,1601136000.0
1101,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-09-15,4697.0,1600099200.0
1102,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-09-06,5005.0,1599321600.0
1103,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,1,2020-09-29,5185.0,1601308800.0
1108,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,57,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-09-03,5649.0,1599062400.0
1110,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,403,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0,0,10,10,1,2020-08-20,6469.0,1597852800.0
1111,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,212,0,0,1,0,0,2,1,2,102,0,0,0,0,0,0,0,4,10,1,2020-10-12,6529.0,1602432000.0
1113,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,145,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-09-23,6820.0,1600790400.0
1115,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-19,6979.0,1600444800.0
1116,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-24,7159.0,1600876800.0
1119,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,90,0,90,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-09-07,8255.0,1599408000.0
1121,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-10-15,8635.0,1602691200.0
1123,1223697,主治医师,神经内科,1,1,0,0,1,1,0,0,0,0,0,0,2,70,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-31,8747.0,1598803200.0
1124,1223697,主治医师,神经内科,1,1,0,0,1,1,1,0,1,79,0,79,2,184,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,2020-09-22,8774.0,1600704000.0
1127,1223697,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4680,0,0,10,10,1,2020-09-10,8929.0,1599667200.0
1140,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-16,392.0,1602777600.0
1142,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-27,878.0,1601136000.0
1143,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-23,1185.0,1600790400.0
1144,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2020-09-05,1312.0,1599235200.0
1148,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-31,1641.0,1598803200.0
1150,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,45,3,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2020-08-17,1973.0,1597593600.0
1152,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-26,2194.0,1601049600.0
1154,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,146,1,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2,2,2020-08-13,2659.0,1597248000.0
1155,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-15,2885.0,1602691200.0
1157,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-14,3324.0,1597334400.0
1158,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-16,3554.0,1600185600.0
1159,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-12,3578.0,1602432000.0
1161,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-20,4016.0,1597852800.0
1163,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,51,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-08-25,4529.0,1598284800.0
1164,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-17,4703.0,1600272000.0
1165,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-09-15,5329.0,1600099200.0
1166,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-11,5813.0,1599753600.0
1171,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-25,6986.0,1600963200.0
1174,1225501,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-22,8612.0,1600704000.0
1179,1225501,住院医师,神经内科,2,0,0,0,2,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-27,10402.0,1598457600.0
1180,1225501,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-14,10429.0,1600012800.0
1181,1156952,主任医师,神经内科,1,1,0,0,1,1,1,0,1,84,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-08-14,2305.0,1597334400.0
1182,1156952,主任医师,神经内科,1,1,0,0,1,1,1,0,1,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-10-10,3732.0,1602259200.0
1183,1156952,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-25,4365.0,1598284800.0
1184,1156952,主任医师,神经内科,1,1,0,0,1,1,1,0,1,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-09-22,4714.0,1600704000.0
1185,1156952,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2020-09-27,6180.0,1601136000.0
1187,1156952,主任医师,神经内科,1,1,0,0,1,1,1,0,1,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-09-08,7800.0,1599494400.0
1188,1156952,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,54,0,0,0,0,0,0,0,2,5,1,2020-09-03,9091.0,1599062400.0
1189,1156952,主任医师,神经内科,1,1,0,0,1,1,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2020-09-30,9472.0,1601395200.0
1190,1195227,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-13,63.0,1602518400.0
1192,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2020-09-27,373.0,1601136000.0
1193,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,963,0,1,0,0,0,0,0,9,2,2,2020-10-15,1198.0,1602691200.0
1197,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-16,2101.0,1602777600.0
1198,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-27,2152.0,1598457600.0
1200,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-17,2857.0,1600272000.0
1201,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,271,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,1,2020-08-14,3326.0,1597334400.0
1204,1195227,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,276,0,276,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-09-22,4550.0,1600704000.0
1205,1195227,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,212,0,212,5,1098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-09-11,5655.0,1599753600.0
1207,1195227,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,61,0,61,1,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-09-03,6645.0,1599062400.0
1210,1195227,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-08-13,7274.0,1597248000.0
1211,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2020-09-05,7464.0,1599235200.0
1212,1195227,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,40,0,40,2,1412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2020-08-24,7937.0,1598198400.0
1213,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-20,8086.0,1597852800.0
1214,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,1450,2,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,2020-09-23,8120.0,1600790400.0
1215,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-28,8918.0,1598544000.0
1216,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-31,9904.0,1598803200.0
1217,1195227,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-12,10269.0,1602432000.0
1218,1195227,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-17,10363.0,1602864000.0
1220,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,127,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2020-09-24,55.0,1600876800.0
1225,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-19,808.0,1603036800.0
1226,1180387,主任医师,神经内科,2,0,0,0,2,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-27,845.0,1598457600.0
1228,1180387,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-28,1501.0,1601222400.0
1234,1180387,主任医师,神经内科,1,1,0,0,1,1,1,0,1,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-10-14,2538.0,1602604800.0
1238,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-23,3723.0,1600790400.0
1241,1180387,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1,2020-08-14,4828.0,1597334400.0
1242,1180387,主任医师,神经内科,1,1,0,0,1,1,1,0,1,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-09-21,4866.0,1600617600.0
1246,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2020-09-05,5497.0,1599235200.0
1247,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-31,5642.0,1598803200.0
1248,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,3,2,3,2268,0,1,0,0,0,0,0,11,5,2,2020-10-16,5758.0,1602777600.0
1249,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-13,5960.0,1597248000.0
1252,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-20,6468.0,1597852800.0
1253,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-17,6503.0,1600272000.0
1257,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,59,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,5,1,2020-09-02,7128.0,1598976000.0
1260,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-22,7319.0,1600704000.0
1262,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-29,7664.0,1601308800.0
1265,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,163,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-12,8632.0,1602432000.0
1268,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-11,8930.0,1599753600.0
1277,1180387,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-15,9945.0,1602691200.0
1278,1293694,主治医师,神经内科,2,0,0,0,2,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-22,53.0,1600704000.0
1281,1293694,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-10-14,384.0,1602604800.0
1282,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,311,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,3,2,2020-08-14,987.0,1597334400.0
1285,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-20,1138.0,1597852800.0
1287,1293694,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-28,1304.0,1598544000.0
1290,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,107,1,6,1,1,0,1,1,1,134,0,0,0,0,0,0,0,3,3,2,2020-09-11,2000.0,1599753600.0
1292,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2020-09-05,2336.0,1599235200.0
1302,1293694,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-10-09,4560.0,1602172800.0
1304,1293694,主治医师,神经内科,1,1,0,0,1,1,1,0,1,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-09-15,4698.0,1600099200.0
1306,1293694,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-24,4845.0,1598198400.0
1309,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-10-16,5195.0,1602777600.0
1312,1293694,主治医师,神经内科,1,1,0,0,1,1,1,0,1,67,0,67,4,260,1,701,1,1,0,0,0,0,0,0,1,0,2,1380,0,0,28,3,4,2020-09-17,5658.0,1600272000.0
1314,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,388,0,1,0,0,0,0,0,7,3,2,2020-10-15,5841.0,1602691200.0
1315,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,61,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-09-02,6142.0,1598976000.0
1316,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2020-09-27,6179.0,1601136000.0
1318,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,168,0,0,1,0,0,1,1,1,162,0,0,0,0,0,0,0,2,3,1,2020-08-31,6313.0,1598803200.0
1319,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,1,1,1,77,0,0,0,0,0,0,0,2,3,1,2020-10-12,6830.0,1602432000.0
1321,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,145,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-08-27,7117.0,1598457600.0
1322,1293694,主治医师,神经内科,1,1,0,0,1,1,1,0,1,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-09-08,7468.0,1599494400.0
1330,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-17,8573.0,1597593600.0
1331,1293694,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-07,8595.0,1599408000.0
1333,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,293,5,723,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2020-09-23,8780.0,1600790400.0
1336,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-18,9065.0,1597680000.0
1337,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,28,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-09-21,9109.0,1600617600.0
1340,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-24,9299.0,1600876800.0
1342,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,42,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-10-19,9548.0,1603036800.0
1347,1293694,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-10-10,10266.0,1602259200.0
1349,1354521,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-17,189.0,1600272000.0
1350,1354521,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-12,209.0,1602432000.0
1351,1354521,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-23,1335.0,1600790400.0
1352,1354521,主任医师,神经内科,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-24,1982.0,1598198400.0
1354,1354521,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-03,2166.0,1599062400.0
