,doctor_id,doctor_title,depart,call_num,call_answer_num,recruit_call_num,recruit_call_answer_num,cover_call_num,cover_call_answer_num,effective_call_num,effective_recruit_call_num,effective_cover_call_num,effective_call_time,effective_recrui_call_time,effective_cover_call_time,wechat_send_num,wechat_send_words,wechat_answer_num,wechat_answer_words,wechat_send_days,wechat_answer_days,article_send_num,read_num,article_read_num,effective_read_num,effective_read_time,wenjuan_send_num,effective_wenjuan_num,live_send_num,effective_live_num,effective_live_time,activity_num,offline_visit_num,naxion_time,hzl,effective_channel_num,data_date,index,time
3245,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-05-20,8026.0,1589904000.0
3246,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,4,1444,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-07-30,8208.0,1596038400.0
3248,1327787,主治医师,神经外科,1,1,0,0,1,1,1,0,1,51,0,51,3,1973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-07-06,8331.0,1593964800.0
3249,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,5,505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-06-25,8338.0,1593014400.0
3250,1327787,主治医师,神经外科,1,1,0,0,1,1,1,0,1,132,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-05-06,8694.0,1588694400.0
3251,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,5,332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-06-01,9002.0,1590940800.0
3254,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,5,140,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2020-04-22,9218.0,1587484800.0
3255,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-05-08,9377.0,1588867200.0
3256,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,3,2540,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,2,2020-04-26,9395.0,1587830400.0
3257,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,3,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-04-28,9398.0,1588003200.0
3258,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,6,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-07-28,9409.0,1595865600.0
3259,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,2,39,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-06-17,9510.0,1592323200.0
3261,1327787,主治医师,神经外科,1,1,0,0,1,1,1,0,1,127,0,127,6,482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-08-07,9722.0,1596729600.0
3262,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,2,58,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-07-15,9813.0,1594742400.0
3263,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-05-28,9991.0,1590595200.0
3264,1327787,主治医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,8,447,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-07-23,10185.0,1595433600.0
3267,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-02,614.0,1591027200.0
3269,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-29,752.0,1593360000.0
3270,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,2020-06-04,766.0,1591200000.0
3271,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-01,772.0,1590940800.0
3272,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,152,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-04-26,797.0,1587830400.0
3273,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,189,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-06-15,920.0,1592150400.0
3275,1173787,主任医师,神经内科,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-25,1082.0,1590336000.0
3276,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-22,1241.0,1590076800.0
3278,1173787,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-27,1549.0,1590508800.0
3280,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-08-12,2303.0,1597161600.0
3281,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-07-23,2455.0,1595433600.0
3282,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-25,2576.0,1593014400.0
3284,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,1013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-28,2914.0,1593273600.0
3285,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,72,0,72,2,179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-07-09,3077.0,1594224000.0
3286,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-07-14,3224.0,1594656000.0
3288,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-09,3616.0,1591632000.0
3289,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-15,3791.0,1589472000.0
3290,1173787,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-14,3954.0,1589385600.0
3292,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,50,1,2020-06-27,4445.0,1593187200.0
3293,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,140,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-06-30,4593.0,1593446400.0
3294,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-13,4779.0,1589299200.0
3295,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2020-03-18,4799.0,1584460800.0
3296,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-08-04,4967.0,1596470400.0
3299,1173787,主任医师,神经内科,2,2,0,0,2,2,1,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,2020-06-12,5881.0,1591891200.0
3301,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-07-15,6692.0,1594742400.0
3302,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,199,0,199,3,1975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-07-01,6704.0,1593532800.0
3303,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-04-29,6741.0,1588089600.0
3304,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,50,1,2020-06-22,6857.0,1592755200.0
3305,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,0,1,0,0,1,1,1,16,0,0,0,0,0,0,0,2,50,1,2020-05-08,7062.0,1588867200.0
3306,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-08-09,7095.0,1596902400.0
3308,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,105,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-04-30,7738.0,1588176000.0
3309,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-07-28,7757.0,1595865600.0
3310,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-07-18,7842.0,1595001600.0
3311,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,319,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-08-11,7925.0,1597075200.0
3312,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-08,8016.0,1591545600.0
3313,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,11,1327,6,28,1,1,0,8,1,0,0,0,0,0,0,0,0,0,6,50,1,2020-08-07,8061.0,1596729600.0
3314,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-07-20,8308.0,1595174400.0
3315,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-18,8516.0,1589731200.0
3316,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-23,8655.0,1592841600.0
3317,1173787,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-18,8659.0,1592409600.0
3319,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-06,9221.0,1588694400.0
3320,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-03,9354.0,1591113600.0
3321,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-05-26,9364.0,1590422400.0
3322,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-07-12,9663.0,1594483200.0
3323,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-05-19,9690.0,1589817600.0
3324,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,562,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-04-17,9699.0,1587052800.0
3326,1173787,主任医师,神经内科,1,1,0,0,1,1,1,0,1,126,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-05-09,10168.0,1588953600.0
3327,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,50,1,2020-07-29,10189.0,1595952000.0
3328,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,45,1,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-07-17,10287.0,1594915200.0
3329,1173787,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-06-17,10494.0,1592323200.0
3330,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-22,125.0,1587484800.0
3333,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-01,788.0,1585670400.0
3334,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-04,1118.0,1596470400.0
3335,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-07-23,1261.0,1595433600.0
3336,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-29,1548.0,1590681600.0
3337,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-15,1763.0,1586880000.0
3338,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,2,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-24,1769.0,1587657600.0
3339,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-01,1916.0,1590940800.0
3340,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-07-21,2031.0,1595260800.0
3341,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-15,2081.0,1589472000.0
3342,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-03,2120.0,1596384000.0
3343,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-23,2624.0,1587571200.0
3345,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-09,2767.0,1591632000.0
3346,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-02,2793.0,1585756800.0
3347,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-17,2948.0,1587052800.0
3348,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-22,3094.0,1592755200.0
3349,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-10,3144.0,1596988800.0
3350,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-07-09,3230.0,1594224000.0
3351,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-09,3280.0,1586361600.0
3354,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-07-14,3752.0,1594656000.0
3355,1173244,主任医师,神经内科,2,0,0,0,2,0,0,0,0,0,0,0,5,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,2020-08-07,4337.0,1596729600.0
3356,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-15,4456.0,1592150400.0
3357,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-18,4622.0,1589731200.0
3358,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-11,4919.0,1591804800.0
3359,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-03-27,4936.0,1585238400.0
3360,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,2541,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-04-26,4944.0,1587830400.0
3362,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-20,5092.0,1587312000.0
3364,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11660,0,0,0,0,0,0,0,2,10,1,2020-07-17,5202.0,1594915200.0
3365,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-08,5259.0,1586275200.0
3367,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-30,5593.0,1588176000.0
3368,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-07-15,5688.0,1594742400.0
3369,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-02,5890.0,1591027200.0
3370,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,1458,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-05-22,5900.0,1590076800.0
3372,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-03-31,6411.0,1585584000.0
3373,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-09,6620.0,1596902400.0
3374,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-26,6880.0,1590422400.0
3375,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-08,6893.0,1588867200.0
3376,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-07-28,6912.0,1595865600.0
3377,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-11,6935.0,1597075200.0
3378,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-28,7191.0,1593273600.0
3379,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-21,7558.0,1589990400.0
3380,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-20,7559.0,1589904000.0
3381,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,2305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-03,7565.0,1585843200.0
3382,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-10,7723.0,1589040000.0
3387,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-18,8990.0,1592409600.0
3388,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-07,9208.0,1588780800.0
3390,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-29,9341.0,1593360000.0
3391,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-23,9346.0,1592841600.0
3392,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-14,9538.0,1586793600.0
3394,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-25,9673.0,1593014400.0
3395,1173244,主任医师,神经内科,1,1,1,1,0,0,1,1,0,195,195,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2020-03-26,10005.0,1585152000.0
3396,1173244,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,2,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-14,10166.0,1589385600.0
3397,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-05-11,10167.0,1589126400.0
3399,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,283,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,0,2020-06-30,10480.0,1593446400.0
3400,1173244,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-04-28,10528.0,1588003200.0
3401,1163741,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-05-14,112.0,1589385600.0
3402,1163741,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-03,140.0,1596384000.0
3403,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,270,2,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-07-28,470.0,1595865600.0
3404,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,327,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-08-11,487.0,1597075200.0
3406,1163741,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,101,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-05-26,620.0,1590422400.0
3407,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-04,816.0,1596470400.0
3408,1163741,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-05-06,956.0,1588694400.0
3409,1163741,副主任医师,神经内科,1,1,0,0,1,1,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2020-06-01,1394.0,1590940800.0
3410,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-07-15,2037.0,1594742400.0
3411,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,3,1,2020-07-04,2397.0,1593792000.0
3412,1163741,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,272,0,272,3,1945,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2020-08-05,3138.0,1596556800.0
3415,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-07,3319.0,1596729600.0
3417,1163741,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-07-22,3485.0,1595347200.0
